parlhand.person.phid,parlhand.chamber.title,parlhand.electorate.label,_state,start_reason,start_date,end_date,_end_event,end_reason
"4J4",Senator,South Australia,SA,1987-SEN,1987-07-11,2002-06-30,2001-SEN,Defeated
"5J4",Member,Corio,VIC,1967-BY1-CORIO,1967-07-22,1993-02-08,1993-HOR,Retired
"KQ8",Member,Wannon,VIC,1931-HOR,1931-12-19,1940-09-21,1940-HOR,Defeated
"83Q",Member,Hume,NSW,1998-HOR,1998-10-03,2013-08-05,2013-HOR,Retired
"6J4",Member,Bowman,QLD,1998-HOR,1998-10-03,2004-10-09,2004-HOR,Defeated
"YT4",Member,Maranoa,QLD,1990-HOR,1990-03-24,,,
"K5H",Senator,New South Wales,NSW,1974-SEN,1974-05-18,1985-06-30,1984-SEN,Retired
"165476",Member,Lindsay,NSW,2013-HOR,2013-09-07,,,
"7J4",Member,Hindmarsh,SA,1980-HOR,1980-10-18,1993-02-08,1993-HOR,Retired
"8J4",Member,Oxley,QLD,1988-BY4-OXLEY,1988-10-08,1996-03-02,1996-HOR,Defeated
"K5K",Senator,Western Australia,WA,1949-SEN,1949-12-10,1971-06-30,1970-SEN,Retired
"F4Q",Member,Yarra,VIC,1922-BY1-YARRA,1922-02-18,1949-10-31,1949-HOR,Retired
"00AOM",Senator,Northern Territory,NT,2001-SEN,2001-11-10,,,
"KQB",Member,Gwydir,NSW,1937-BY1-GWYDIR,1937-05-08,1949-12-10,1949-HOR,Defeated
"KQW",Member,Franklin,TAS,1922-HOR,1922-12-16,1928-11-17,1928-HOR,Defeated
"848",Member,Barker,SA,1998-HOR,1998-10-03,2013-08-05,2013-HOR,Retired
"K5R",Senator,South Australia,SA,1913-SEN,1913-07-01,1923-06-30,1922-SEN,Defeated
"QK6",Member,Maribyrnong,VIC,1996-HOR,1996-03-02,2007-10-17,2007-HOR,Retired
"HZE",Senator,Australian Capital Territory,ACT,2013-SEN,2013-09-07,,,
"K5T",Senator,Western Australia,WA,1951-SEN,1951-04-28,1958-07-23,1958-CASUAL2-WA,Died
"KQY",Member,Adelaide,SA,1958-HOR,1958-11-22,1966-11-26,1966-HOR,Defeated
"9J4",Member,Tangney,WA,1984-HOR,1984-12-01,1993-02-08,1993-HOR,Retired
"K5V",Senator,South Australia,SA,1914-SEN,1914-09-05,1920-06-30,1919-SEN,Retired
"AJ4",Member,Hume,NSW,1993-HOR,1993-03-13,1998-08-31,1998-HOR,Retired
"KR8",Member,Oxley,QLD,1913-HOR,1913-05-31,1917-05-05,1917-HOR,Defeated
"KRC",Member,Dawson,QLD,1963-HOR,1963-11-30,1966-01-09,1966-BY1-DAWSON,Died
"K5X",Senator,Victoria,VIC,1943-SEN,1944-07-01,1962-06-30,1961-SEN,Retired
"KRE",Member,Cook i,NSW,1937-HOR,1937-10-23,1955-03-26,1955-BY1-COOK,Died
"KRI",Member,Boothby,SA,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Defeated
"BJ4",Senator,Queensland,QLD,1984-SEN,1984-12-01,1990-06-30,1990-SEN,Defeated
"K5Z",Senator,Queensland,QLD,1961-SEN,1962-07-01,1966-03-16,1966-CASUAL2-QLD,Died
"ZW4",Senator,Tasmania,TAS,1990-SEN,1990-07-01,2012-06-01,2012-CASUAL3-TAS,Resigned
"L8C",Member,Franklin,TAS,1969-HOR,1969-10-25,1975-12-13,1975-HOR,Defeated
"CJ4",Member,Higgins,VIC,1975-HOR,1975-12-13,1990-02-19,1990-HOR,Retired
"DJ4",Senator,Victoria,VIC,1984-SEN,1984-12-01,1997-05-12,1997-CASUAL3-VIC,Resigned
"9V8",Member,Ryan,QLD,2001-BY1-RYAN,2001-03-17,2001-11-10,2001-HOR,Defeated
"00ATG",Member,Maribyrnong,VIC,2007-HOR,2007-11-24,,,
"EJ4",Senator,New South Wales,NSW,1978-CASUAL2-NSW,1978-08-09,1994-02-01,1994-CASUAL2-NSW,Resigned
"EVL",Senator,Victoria,VIC,1984-SEN,1985-07-01,1987-07-11,1987-SEN,Defeated
"849",Member,Braddon,TAS,2007-HOR,2007-11-24,2013-09-07,2013-HOR,Defeated
"E5Z",Senator,Western Australia,WA,2004-SEN,2005-07-01,,,
"K69",Senator,Western Australia,WA,1964-CASUAL1-WA,1964-11-26,1981-06-30,1980-SEN,Retired
"K6B",Senator,Queensland,QLD,1949-SEN,1949-12-10,1951-03-19,1951-SEN,Retired
"FJ4",Member,Calare,NSW,1983-HOR,1983-03-05,1996-01-29,1996-HOR,Retired
"KRM",Member,McMillan,VIC,1975-HOR,1975-12-13,1980-10-18,1980-HOR,Defeated
"HWE",Member,Cowan,WA,2007-HOR,2007-11-24,,,
"KRN",Member,Moreton,QLD,1906-HOR,1906-12-12,1919-11-03,1919-HOR,Retired
"5E4",Member,New England,NSW,1963-HOR,1963-11-30,1998-08-31,1998-HOR,Retired
"M0R",Senator,Tasmania,TAS,2010-SEN,2011-07-01,,,
"BV7",Senator,New South Wales,NSW,2011-CASUAL1-NSW,2011-10-13,,,
"KRQ",Member,Grampians,VIC,1901-HOR1,1901-03-29,1906-11-05,1906-HOR,Retired
"0V5",Member,Fisher,QLD,1993-HOR,1993-03-13,2013-09-07,2013-HOR,Defeated
"KRT",Member,Wakefield,SA,1943-HOR,1943-08-21,1946-09-28,1946-HOR,Defeated
"KTT",Member,Parkes,NSW,1901-HOR1,1901-03-29,1919-12-13,1919-HOR,Defeated
"241710",Senator,Western Australia,WA,2012-CASUAL2-WA,2012-05-02,,,
"K6D",Senator,Western Australia,WA,1901-SEN1,1901-03-29,1906-12-31,1906-SEN,Retired
"JV5",Member,Bass,TAS,1993-HOR,1993-03-13,1996-03-02,1996-HOR,Defeated
"5V5",Member,Perth,WA,1993-HOR,1993-03-13,2013-08-05,2013-HOR,Retired
"L2I",Member,Macquarie,NSW,1901-HOR1,1901-03-29,1906-12-12,1906-HOR,Defeated
"SK6",Member,Dickson,QLD,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"00APG",Member,Casey,VIC,2001-HOR,2001-11-10,,,
"GJ4",Member,Bass,TAS,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"KTU",Member,Denison,TAS,1910-HOR,1910-04-13,1922-12-16,1922-HOR,Defeated
"5B6",Member,Canberra,ACT,1995-BY1-CANBERRA,1995-03-25,1996-03-02,1996-HOR,Defeated
"172770",Member,La Trobe,VIC,2010-HOR,2010-08-21,2013-09-07,2013-HOR,Defeated
"DQF",Member,Bruce,VIC,1955-HOR,1955-12-10,1983-04-21,1983-BY2-BRUCE,Resigned
"HJ4",Member,Eden-Monaro,NSW,1983-HOR,1983-03-05,1996-03-02,1996-HOR,Defeated
"IJ4",Member,Lingiari,NT,2001-HOR,2001-11-10,,,
"KTV",Member,Fremantle,WA,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Defeated
"KU8",Member,Denison,TAS,1969-HOR,1969-10-25,1972-12-02,1972-HOR,Defeated
"KU9",Member,South Australia (HoR),SA,1901-HOR2,1901-03-30,1903-12-16,1903-HOR,Abolished at Redistribution (to Boothby - Defeated)
"ZT4",Member,Fairfax,QLD,1990-HOR,1990-03-24,2013-08-05,2013-HOR,Retired
"TK6",Member,Boothby,SA,1996-HOR,1996-03-02,,,
"VC5",Senator,New South Wales,NSW,1991-CASUAL2-NSW,1991-08-29,1993-06-30,1993-SEN,Defeated
"KUF",Member,Darwin,TAS,1917-BY1-DARWIN,1917-06-30,1919-12-13,1919-HOR,Defeated
"JJ4",Member,North Sydney,NSW,1980-HOR,1980-10-18,1990-03-24,1990-HOR,Defeated
"KUG",Member,Warringah,NSW,1937-HOR,1937-10-23,1951-03-19,1951-HOR,Resigned
"K6Z",Senator,Victoria,VIC,1949-SEN,1949-12-10,1956-08-13,1956-CASUAL1-VIC,Resigned
"0X4",Senator,Victoria,VIC,1990-SEN,1990-07-01,1996-06-30,1996-SEN,Retired
"K7A",Senator,New South Wales,NSW,1949-SEN,1949-12-10,1965-07-14,1965-CASUAL1-NSW,Resigned
"KUN",Member,Robertson,NSW,1940-HOR,1940-09-21,1943-08-21,1943-HOR,Defeated
"KUO",Member,Wilmot,TAS,1939-BY2-WILMOT,1939-05-27,1940-09-21,1940-HOR,Defeated
"84B",Member,New England,NSW,1998-HOR,1998-10-03,2001-11-10,2001-HOR,Defeated
"KUR",Member,Warringah,NSW,1966-HOR,1966-11-26,1969-10-25,1969-HOR,Defeated
"K78",Senator,Queensland,QLD,1906-SEN,1907-01-01,1913-06-30,1913-SEN,Defeated
"KUW",Member,Adelaide,SA,1931-HOR,1931-12-19,1943-08-21,1943-HOR,Defeated
"GY5",Member,Chisholm,VIC,1970-BY2-CHISHOLM,1970-09-19,1980-09-19,1980-HOR,Retired
"KJ4",Member,Jagajaga,VIC,1984-HOR,1984-12-01,1996-01-29,1996-HOR,Retired
"PI5",Member,Casey,VIC,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Defeated
"00AOS",Senator,New South Wales,NSW,2001-SEN,2002-07-01,2014-06-30,2013-SEN,Defeated
"E68",Senator,Western Australia,WA,2004-SEN,2005-07-01,,,
"KUX",Member,Grayndler,NSW,1977-HOR,1977-12-10,1979-04-16,1979-BY1-GRAYNDLER,Died
"KV7",Member,Parramatta,NSW,1931-HOR,1931-12-19,1946-08-16,1946-HOR,Retired
"K7D",Senator,Queensland,QLD,1901-SEN2,1901-03-30,1917-06-30,1917-SEN,Defeated
"KV8",Member,Wimmera,VIC,1919-HOR,1919-12-13,1931-10-14,1931-HOR-NOBY,Died
"KVG",Member,Maribyrnong,VIC,1955-HOR,1955-12-10,1969-10-25,1969-HOR,Defeated
"LJ4",Senator,Queensland,QLD,1987-SEN,1987-07-11,1990-03-01,1990-CASUAL3-QLD,Resigned
"EM6",Member,Murray,VIC,1996-HOR,1996-03-02,,,
"KVJ",Member,Bass,TAS,1903-HOR,1903-12-16,1910-04-13,1910-HOR,Defeated
"K7L",Member,Boothby,SA,1917-HOR,1917-05-05,1922-12-16,1922-HOR,Defeated
"3I6",Senator,South Australia,SA,1995-CASUAL3-SA,1995-11-29,2008-06-30,2007-SEN,Retired
"KVM",Member,Corangamite,VIC,1966-HOR,1966-11-26,1984-01-18,1984-BY1-CORANGAMITE,Resigned
"KVN",Member,Corangamite,VIC,1934-HOR,1934-09-15,1940-08-13,1940-HOR-NOBY,Died
"KVO",Member,Lilley,QLD,1913-HOR,1913-05-31,1917-03-26,1917-HOR,Retired
"K7R",Senator,Victoria,VIC,1901-SEN1,1901-03-29,1906-12-31,1906-SEN,Defeated
"241586",Member,Gilmore,NSW,2013-HOR,2013-09-07,,,
"242515",Member,Deakin,VIC,2013-HOR,2013-09-07,,,
"KVQ",Member,Riverina i,NSW,1974-HOR,1974-05-18,1977-12-10,1977-HOR,Defeated
"HVS",Member,Longman,QLD,2007-HOR,2007-11-24,2010-08-21,2010-HOR,Defeated
"3E4",Member,Moncrieff,QLD,1984-HOR,1984-12-01,2001-10-08,2001-HOR,Retired
"2V5",Member,Lilley,QLD,1998-HOR,1998-10-03,,,
"KVR",Member,Darling Downs,QLD,1949-HOR,1949-12-10,1972-11-02,1972-HOR,Retired
"K7V",Senator,South Australia,SA,1901-SEN2,1901-03-30,1913-06-30,1913-SEN,Defeated
"HW8",Member,Deakin,VIC,2007-HOR,2007-11-24,2013-09-07,2013-HOR,Defeated
"FQ6",Senator,Victoria,VIC,1997-CASUAL3-VIC,1997-05-13,1999-06-30,1998-SEN,Defeated
"6E4",Senator,Northern Territory,NT,1987-SEN,1987-07-11,2001-11-09,2001-SEN,Retired
"K7Y",Senator,Western Australia,WA,1943-SEN,1943-08-21,1968-06-30,1967-SEN,Defeated
"YU5",Member,Melbourne,VIC,1993-HOR,1993-03-13,2010-07-19,2010-HOR,Retired
"K89",Senator,New South Wales,NSW,1949-SEN,1949-12-10,1953-06-30,1953-SEN,Retired
"NJ4",Senator,Tasmania,TAS,1977-SEN,1978-07-01,1993-07-05,1993-CASUAL2-TAS,Resigned
"231027",Member,Hume,NSW,2013-HOR,2013-09-07,,,
"OJ4",Member,Groom,QLD,1988-BY3-GROOM,1988-04-09,1998-08-31,1998-HOR,Retired
"86Y",Senator,Victoria,VIC,1998-SEN,1999-07-01,2005-06-30,2004-SEN,Retired
"PJ4",Senator,South Australia,SA,1977-SEN,1978-07-01,1996-06-30,1996-SEN,Retired
"210911",Member,Wannon,VIC,2010-HOR,2010-08-21,,,
"K8D",Senator,Victoria,VIC,1975-SEN,1975-12-13,1978-06-30,1977-SEN,Defeated
"KVS",Member,Dalley,NSW,1927-BY1-DALLEY,1927-02-26,1931-12-19,1931-HOR,Defeated
"QJ4",Member,Calwell,VIC,1984-HOR,1984-12-01,2001-11-10,2001-HOR,Defeated
"182468",Member,Kingsford Smith (was Kingsford-Smith),NSW,2013-HOR,2013-09-07,,,
"K8H",Senator,Western Australia,WA,1975-SEN,1975-12-13,1983-03-05,1983-SEN,Defeated
"K8L",Senator,New South Wales,NSW,1925-SEN,1925-11-14,1929-06-30,1928-SEN,Defeated
"KVT",Member,Port Adelaide,SA,1949-HOR,1949-12-10,1963-11-01,1963-HOR,Retired
"84C",Member,Blair,QLD,1998-HOR,1998-10-03,2007-11-24,2007-HOR,Defeated
"KVU",Member,New England,NSW,1922-HOR,1922-12-16,1940-09-21,1940-HOR,Defeated
"K8P",Senator,Queensland,QLD,1922-SEN,1922-12-16,1932-06-30,1931-SEN,Defeated
"FB6",Member,Wentworth,NSW,1995-BY2-WENTWORTH,1995-04-08,2001-10-08,2001-HOR,Retired
"HVZ",Member,Dobell,NSW,2007-HOR,2007-11-24,2013-09-07,2013-HOR,Defeated
"KVW",Member,Capricornia,QLD,1903-HOR,1903-12-16,1906-12-12,1906-HOR,Defeated
"KVY",Member,Leichhardt,QLD,1975-HOR,1975-12-13,1983-03-05,1983-HOR,Defeated
"KW6",Member,North Sydney,NSW,1901-HOR1,1901-03-29,1910-02-19,1910-HOR,Retired
"KW8",Member,Cowper,NSW,1906-HOR,1906-12-12,1919-12-13,1919-HOR,Defeated
"UK6",Member,Wills,VIC,1996-HOR,1996-03-02,,,
"KWA",Member,Cook ii,NSW,1972-HOR,1972-12-02,1975-12-13,1975-HOR,Defeated
"KWC",Member,Calare,NSW,1931-HOR,1931-12-19,1940-09-21,1940-HOR,Defeated
"183342",Senator,Tasmania,TAS,2012-CASUAL3-TAS,2012-06-20,2014-06-30,2013-SEN,Defeated
"00ANF",Member,Dobell,NSW,2001-HOR,2001-11-10,2007-11-24,2007-HOR,Defeated
"RJ4",Member,Hughes,NSW,1984-BY2-HUGHES,1984-02-18,1996-03-02,1996-HOR,Defeated
"O15",Senator,New South Wales,NSW,1991-CASUAL1-NSW,1991-02-11,2005-04-14,2005-CASUAL1-NSW,Resigned
"249499",Senator,Victoria,VIC,2013-CASUAL4-VIC,2013-08-21,2014-06-30,2013-SEN,Defeated
"KWE",Member,Higinbotham,VIC,1949-HOR,1949-12-10,1960-10-16,1960-BY6-HIGINBOTHAM,Died
"00AN4",Member,Solomon,NT,2001-HOR,2001-11-10,2007-11-24,2007-HOR,Defeated
"K8N",Senator,South Australia,SA,1953-SEN,1953-07-01,1971-06-30,1970-SEN,Retired
"KWH",Member,Denison,TAS,1949-HOR,1949-12-10,1963-12-24,1964-BY1-DENISON,Died
"K8R",Senator,Tasmania,TAS,1970-SEN,1971-07-01,1987-06-05,1987-SEN,Retired
"KWJ",Member,Gwydir,NSW,1949-HOR,1949-12-10,1953-11-15,1953-BY4-GWYDIR,Died
"K8T",Senator,Victoria,VIC,1903-SEN,1904-01-01,1910-06-30,1910-SEN,Defeated
"HVU",Member,Flynn,QLD,2007-HOR,2007-11-24,2010-08-21,2010-HOR,Defeated
"GX5",Senator,Victoria,VIC,1993-SEN,1993-07-01,2011-06-30,2010-SEN,Retired
"E6A",Senator,Queensland,QLD,2004-SEN,2005-07-01,2011-06-30,2010-SEN,Defeated
"GT4",Member,Wide Bay,QLD,1990-HOR,1990-03-24,,,
"SJ4",Member,O'Connor,WA,1980-HOR,1980-10-18,2010-08-21,2010-HOR,Defeated
"M2Y",Member,Aston,VIC,2010-HOR,2010-08-21,,,
"KWL",Member,Yarra,VIC,1901-HOR1,1901-03-29,1922-01-10,1922-BY1-YARRA,Died
"KWN",Member,Barton,NSW,1928-HOR,1928-11-17,1931-12-19,1931-HOR,Defeated
"K8W",Senator,Queensland,QLD,1903-SEN,1904-01-01,1917-06-30,1917-SEN,Defeated
"885",Member,Wentworth,NSW,2004-HOR,2004-10-09,,,
"K8Y",Senator,Tasmania,TAS,1961-SEN,1962-07-01,1974-04-11,1974-SEN,Retired
"KWP",Member,Mallee,VIC,1949-HOR,1949-12-10,1972-11-02,1972-HOR,Retired
"KWT",Member,Balaclava,VIC,1901-HOR1,1901-03-29,1906-11-05,1906-HOR,Retired
"KWR",Member,Bradfield,NSW,1952-BY4-BRADFIELD,1952-12-20,1974-04-11,1974-HOR,Retired
"HVV",Member,Leichhardt,QLD,2007-HOR,2007-11-24,2010-08-21,2010-HOR,Defeated
"K9I",Senator,South Australia,SA,1934-SEN,1935-07-01,1944-09-16,1944-CASUAL1-SA,Resigned
"EE4",Member,Reid,NSW,1958-HOR,1958-11-22,1990-02-19,1990-HOR,Retired
"231199",Senator,Tasmania,TAS,2010-SEN,2011-07-01,,,
"SU5",Member,Lyne,NSW,1993-HOR,1993-03-13,2008-07-30,2008-BY2-LYNE,Resigned
"VK6",Member,Hughes,NSW,1996-HOR,1996-03-02,2010-07-19,2010-HOR,Retired
"IG4",Senator,Western Australia,WA,1984-SEN,1985-07-01,1992-01-31,1992-CASUAL1-WA,Resigned
"00AMT",Member,Calwell,VIC,2001-HOR,2001-11-10,,,
"188315",Member,Forde,QLD,2010-HOR,2010-08-21,,,
"7E4",Senator,South Australia,SA,1984-SEN,1984-12-01,2007-04-26,2007-CASUAL3-SA,Resigned
"K9P",Senator,South Australia,SA,1921-CASUAL1-SA-CONFIRMED,1921-08-09,1922-12-15,1922-SEN,Expired Defeated
"K9T",Senator,South Australia,SA,1908-SEN-PART,1908-02-15,1913-06-30,1913-SEN,Defeated
"250077",Member,Barton,NSW,2013-HOR,2013-09-07,,,
"E0D",Member,Bonner,QLD,2010-HOR,2010-08-21,,,
"K9Y",Senator,South Australia,SA,1927-CASUAL1-SA,1927-08-30,1928-11-16,1928-SEN,Expired Defeated
"KA8",Senator,South Australia,SA,1984-SEN,1984-12-01,1987-07-11,1987-SEN,Defeated
"KAC",Senator,Western Australia,WA,1949-SEN,1950-07-01,1964-11-09,1964-CASUAL1-WA,Died
"EE6",Member,Stirling,WA,1972-HOR,1972-12-02,1983-03-05,1983-HOR,Defeated
"KAF",Senator,Victoria,VIC,1955-SEN,1956-07-01,1964-11-18,1964-CASUAL2-VIC,Died
"HV5",Member,Grey,SA,1993-HOR,1993-03-13,2007-10-17,2007-HOR,Retired
"9T4",Member,Robertson,NSW,1990-HOR,1990-03-24,1996-03-02,1996-HOR,Defeated
"KAH",Senator,New South Wales,NSW,1901-SEN1,1901-03-29,1913-06-30,1913-SEN,Retired
"KWX",Member,West Sydney,NSW,1917-HOR,1917-05-05,1919-12-13,1919-HOR,Defeated
"KWZ",Member,Grey,SA,1969-HOR,1969-10-25,1983-02-04,1983-HOR,Retired
"TJ4",Senator,Western Australia,WA,1974-SEN,1974-05-18,1993-06-30,1993-SEN,Retired
"UJ4",Senator,Tasmania,TAS,1975-SEN,1975-12-13,1993-06-30,1993-SEN,Retired
"250045",Senator,Western Australia,WA,2013-SEN,2014-07-01,,,
"KX7",Member,East Sydney,NSW,1932-BY1-EASTSYDNEY,1932-02-06,1963-07-31,1963-BY2-EASTSYDNEY,Died
"KAJ",Senator,South Australia,SA,1946-SEN,1947-07-01,1951-04-28,1951-SEN,Defeated
"KAL",Senator,Tasmania,TAS,1953-SEN,1953-05-09,1962-06-30,1961-SEN,Retired
"84F",Member,Moore,WA,1998-HOR,1998-10-03,2013-08-05,2013-HOR,Retired
"192970",Senator,Queensland,QLD,2010-SEN,2011-07-01,,,
"KX9",Member,Newcastle,NSW,1901-HOR1,1901-03-29,1935-04-08,1935-BY1-NEWCASTLE,Died
"KXB",Member,Newcastle,NSW,1935-BY1-NEWCASTLE,1935-06-01,1958-10-14,1958-HOR,Retired
"F4R",Member,South Sydney,NSW,1906-HOR,1906-12-12,1910-02-19,1910-HOR,Retired
"070E",Senator,New South Wales,NSW,1914-SEN,1914-09-05,1917-06-30,1917-SEN,Defeated
"KAO",Member,Forde,QLD,1984-HOR,1984-12-01,1987-07-11,1987-HOR,Defeated
"VJ4",Senator,Tasmania,TAS,1977-SEN,1978-07-01,2008-06-30,2007-SEN,Retired
"KXD",Member,Fremantle,WA,1931-HOR,1931-12-19,1934-08-07,1934-HOR,Retired
"KXG",Member,Balaclava,VIC,1914-HOR,1914-09-05,1929-07-05,1929-BY1-BALACLAVA,Resigned
"193430",Member,Gellibrand,VIC,2013-HOR,2013-09-07,,,
"KXI",Member,Stirling,WA,1961-HOR,1961-12-09,1972-12-02,1972-HOR,Defeated
"00AOT",Senator,Western Australia,WA,2001-SEN,2002-07-01,2008-06-30,2007-SEN,Defeated
"WJ4",Member,Macquarie,NSW,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Defeated
"KAS",Senator,Victoria,VIC,1964-CASUAL2-VIC,1964-12-09,1980-01-28,1980-CASUAL1-VIC,Resigned
"KXK",Member,Gwydir,NSW,1903-HOR,1903-12-16,1919-12-13,1919-HOR,Defeated
"KAW",Senator,Victoria,VIC,1949-SEN,1949-12-10,1971-06-30,1970-SEN,Retired
"1B6",Member,Petrie,QLD,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Defeated
"DB6",Member,Mackellar,NSW,1949-HOR,1949-12-10,1977-11-10,1977-HOR,Retired
"XK6",Member,Bowman,QLD,1996-HOR,1996-03-02,1998-10-03,1998-HOR,Defeated
"KZA",Member,East Sydney,NSW,1910-HOR,1910-04-13,1931-02-05,1931-BY2-EASTSYDNEY,Died
"XJ4",Member,Cunningham,NSW,1977-BY1-CUNNINGHAM,1977-10-15,1993-02-08,1993-HOR,Retired
"1X4",Senator,New South Wales,NSW,1990-SEN,1990-07-01,2002-06-30,2001-SEN,Retired
"KZI",Member,Eden-Monaro,NSW,1972-HOR,1972-12-02,1975-12-13,1975-HOR,Defeated
"CJO",Senator,Western Australia,WA,1964-SEN,1965-07-01,1981-06-30,1980-SEN,Retired
"KZP",Member,Mitchell,NSW,1949-HOR,1949-12-10,1961-12-09,1961-HOR,Defeated
"RC6",Senator,New South Wales,NSW,1995-CASUAL2-NSW,1995-05-24,1996-06-30,1996-SEN,Defeated
"195565",Senator,Tasmania,TAS,2012-CASUAL4-TAS,2012-06-20,,,
"YJ4",Member,McPherson,QLD,1981-BY3-MCPHERSON,1981-02-21,1990-02-19,1990-HOR,Retired
"KZR",Member,Balaclava,VIC,1929-BY1-BALACLAVA,1929-08-03,1951-06-20,1951-BY1-BALACLAVA,Resigned
"207800",Member,Braddon,TAS,2013-HOR,2013-09-07,,,
"KAZ",Senator,Queensland,QLD,1962-CASUAL2-QLD,1962-10-09,1963-11-30,1963-SEN-PART,Expired Defeated
"KZY",Member,Grayndler,NSW,1975-HOR,1975-12-13,1977-11-10,1977-HOR,Retired
"6U4",Member,Werriwa,NSW,1952-BY3-WERRIWA,1952-11-29,1978-07-31,1978-BY1-WERRIWA,Resigned
"L0L",Member,Darwin,TAS,1922-HOR,1922-12-16,1925-10-03,1925-HOR,Retired
"L0N",Member,Balaclava,VIC,1960-BY3-BALACLAVA,1960-07-16,1974-04-11,1974-HOR,Retired
"241590",Member,Robertson,NSW,2013-HOR,2013-09-07,,,
"L0Q",Member,Moreton,QLD,1919-HOR,1919-12-13,1922-11-06,1922-HOR,Retired
"L0V",Member,Lilley,QLD,1949-HOR,1949-12-10,1961-12-09,1961-HOR,Defeated
"C2T",Member,Denison,TAS,2010-HOR,2010-08-21,,,
"84G",Member,Swan,WA,1998-HOR,1998-10-03,2007-11-24,2007-HOR,Defeated
"L0Y",Member,Moreton,QLD,1901-HOR2,1901-03-30,1906-12-12,1906-HOR,Defeated
"KB9",Senator,Western Australia,WA,1966-SEN-PART,1966-11-26,1974-04-11,1974-SEN,Retired
"L17",Member,Dalley,NSW,1901-HOR1,1901-03-29,1910-04-13,1910-HOR,Defeated
"KBC",Senator,Western Australia,WA,1949-SEN,1949-12-10,1975-11-11,1975-SEN,Retired
"7V5",Member,Tangney,WA,1993-HOR,1993-03-13,2004-08-31,2004-HOR,Retired
"I0V",Senator,New South Wales,NSW,2007-SEN,2008-07-01,,,
"249758",Member,Hindmarsh,SA,2013-HOR,2013-09-07,,,
"L1A",Member,Robertson,NSW,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Defeated
"L1D",Member,Robertson,NSW,1901-HOR1,1901-03-29,1910-04-13,1910-HOR,Defeated
"ZJ4",Member,Gellibrand,VIC,1972-HOR,1972-12-02,1998-08-31,1998-HOR,Retired
"L1L",Member,Wimmera,VIC,1937-HOR,1937-10-23,1945-12-31,1946-BY1-WIMMERA,Resigned
"0K4",Member,Sturt,SA,1972-HOR,1972-12-02,1993-02-08,1993-HOR,Retired
"L1N",Member,Corangamite,VIC,1903-HOR,1903-12-16,1910-04-13,1910-HOR,Defeated
"KBH",Member,Sturt,SA,1955-HOR,1955-12-10,1966-10-31,1966-HOR,Retired
"KBJ",Senator,South Australia,SA,1919-SEN,1920-07-01,1926-06-30,1925-SEN,Defeated
"198084",Member,O'Connor,WA,2013-HOR,2013-09-07,,,
"YK6",Member,Isaacs,VIC,1996-HOR,1996-03-02,2000-06-14,2000-BY1-ISAACS,Died
"009LP",Member,New England,NSW,2001-HOR,2001-11-10,2013-08-05,2013-HOR,Retired
"L1P",Member,Gippsland,VIC,1914-HOR,1914-09-05,1922-12-16,1922-HOR,Defeated
"DV4",Senator,Western Australia,WA,1967-SEN,1968-07-01,1987-06-05,1987-SEN,Retired
"00AOU",Senator,South Australia,SA,2001-SEN,2002-07-01,,,
"KBL",Senator,Queensland,QLD,1949-SEN,1949-12-10,1978-06-30,1977-SEN,Retired
"E0F",Member,La Trobe,VIC,2013-HOR,2013-09-07,,,
"KBS",Senator,New South Wales,NSW,1987-SEN,1987-07-11,1988-05-12,1988-DISQUALIFACTION-NSW,Disqualified
"HX5",Senator,Queensland,QLD,1993-SEN,1993-07-01,2001-07-27,2001-CASUAL1-QLD,Resigned
"1K4",Senator,New South Wales,NSW,1994-CASUAL3-NSW,1994-03-08,1997-03-07,1997-CASUAL2-NSW,Resigned
"0U4",Member,Page,NSW,1990-HOR,1990-03-24,1996-03-02,1996-HOR,Defeated
"8E4",Member,Casey,VIC,1998-HOR,1998-10-03,2001-10-08,2001-HOR,Retired
"KBU",Senator,Tasmania,TAS,1949-SEN,1949-12-10,1959-06-30,1958-SEN,Defeated
"8V5",Member,Adelaide,SA,1993-HOR,1993-03-13,2004-10-09,2004-HOR,Defeated
"E6C",Senator,South Australia,SA,2004-SEN,2005-07-01,2011-06-30,2010-SEN,Defeated
"ISW",Senator,Tasmania,TAS,1967-SEN,1968-07-01,1980-09-25,1980-CASUAL2-TAS,Resigned
"2K4",Member,Capricornia,QLD,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Defeated
"200287",Senator,South Australia,SA,2010-SEN,2011-07-01,2015-09-10,2015-CASUAL5-SA,Retired
"KBW",Senator,Tasmania,TAS,1949-SEN,1949-12-10,1978-06-30,1977-SEN,Retired
"M3A",Member,Hasluck,WA,2010-HOR,2010-08-21,,,
"L1R",Member,Balaclava,VIC,1906-HOR,1906-12-12,1914-07-30,1914-HOR,Retired
"8IV",Senator,South Australia,SA,2007-SEN,2008-07-01,,,
